Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
7024899864,2019-10-29 05:47:30,2019-10-28 20:58:00,Berlin,New Jersey,702,No Subject Provided,Y
7207388379,2019-10-29 05:53:55,2019-10-28 09:32:00,Highlamds Ranch,Colorado,303,No Subject Provided,Y
8887658902,2019-10-29 05:56:01,2019-10-28 11:29:00,Highlamds Ranch,Colorado,303,No Subject Provided,Y
8062303830,2019-10-29 05:57:13,2019-10-28 19:05:00,Easton,Virginia,703,Other,N
8157202458,2019-10-29 05:57:15,2019-10-28 13:02:00,Highlamds Ranch,Colorado,303,No Subject Provided,Y
4846365090,2019-10-29 06:00:50,2019-10-28 18:32:00,Robbinsville,New Jersey,609,Computer  & technical support,Y
4342504435,2019-10-29 06:09:21,2019-10-28 10:28:00,Charlottesville,Virginia,434,No Subject Provided,Y
8042513216,2019-10-29 06:10:33,2019-10-26 00:00:00,,Virginia,804,"Calls pretending to be government, businesses, or family and friends",N
8043311227,2019-10-29 06:11:19,2019-10-28 21:00:00,,Virginia,804,"Calls pretending to be government, businesses, or family and friends",N
8043254434,2019-10-29 06:12:54,2019-10-28 12:25:00,Charlottesville,Virginia,434,No Subject Provided,Y
8888664352,2019-10-29 06:13:52,2019-10-28 01:10:00,Oakville,Connecticut,475,No Subject Provided,N
3059494050,2019-10-29 06:14:23,2019-10-28 19:47:00,Sunny Isles Beach,Florida,305,"Reducing your debt (credit cards, mortgage, student loans)",Y
5302934900,2019-10-29 06:15:37,2019-10-28 18:12:00,Charlottesville,Virginia,434,No Subject Provided,Y
7025467314,2019-10-29 06:15:59,2019-10-28 18:54:00,,Nevada,702,No Subject Provided,N
3050491421,2019-10-29 06:17:28,2019-10-28 11:39:00,Sunny Isles Beach,Florida,305,"Calls pretending to be government, businesses, or family and friends",Y
8582899580,2019-10-29 06:23:46,2019-10-19 00:00:00,,Massachusetts,978,No Subject Provided,N
5202086931,2019-10-29 06:23:55,2019-10-23 14:32:00,Trenton,New Jersey,609,No Subject Provided,Y
8553786697,2019-10-29 06:24:10,2019-10-28 18:11:00,Gloucester,Virginia,804,Dropped call or no message,Y
6025844410,2019-10-29 06:24:13,2019-10-23 14:37:00,,Nevada,702,Work from home  & other ways to make money,Y
51818529999,2019-10-29 06:24:53,2019-10-28 17:20:00,Trenton,New Jersey,609,No Subject Provided,N
7063074553,2019-10-29 06:25:25,2019-10-28 16:15:00,Trenton,New Jersey,609,No Subject Provided,N
8667513373,2019-10-29 06:25:36,2019-10-28 15:27:00,Gloucester,Virginia,804,Dropped call or no message,Y
6095170169,2019-10-29 06:26:23,2019-10-25 09:35:00,Trenton,New Jersey,609,No Subject Provided,N
2532654274,2019-10-29 06:27:08,2019-10-22 15:34:00,Trenton,New Jersey,609,No Subject Provided,N
